16-0042;W-350-575-0203-2;Software version;x
16-0043;W-350-575-0203-2;Software version;x
16-0044;W-350-575-0203-2;Software version;x
16-0045;W-350-575-0203-2;Software version;x
16-0046;W-350-575-0203-2;Software version;x
16-0085;W-350-0118-2;Software version;1.00
16-0086;W-350-0118-2;Software version;1.00
16-0087;W-350-0118-2;Software version;1.00
16-0088;W-350-0118-2;Software version;1.00
16-0089;W-350-0118-2;Software version;1.00
16-1886;APB-613-00;Software version;V2.16
16-1887;APB-613-00;Software version;V2.16
16-1888;APB-613-00;Software version;V2.16
16-1889;APB-613-00;Software version;V2.16
16-1890;APB-613-00;Software version;V2.16
16-1891;APB-613-00;Software version;V2.16
16-1892;APB-613-00;Software version;V2.16
16-1893;APB-613-00;Software version;V2.16
16-1894;APB-613-00;Software version;V2.16
16-1895;APB-613-00;Software version;V2.16
16-1896;APB-613-00;Software version;V2.16
16-1897;APB-613-00;Software version;V2.16
16-1898;APB-613-00;Software version;V2.16
16-0115;W-231;Software version;1.00
16-0116;W-231;Software version;1.00
16-0117;W-231;Software version;1.00
16-0118;W-231;Software version;1.00
16-0119;W-231;Software version;1.00
15-0043;W-575-0125-2;Software version;1.00
15-0044;W-575-0125-2;Software version;1.00
15-0045;W-575-0125-2;Software version;1.00
15-0046;W-575-0125-2;Software version;1.00
15-0047;W-575-0125-2;Software version;1.00
16-0052;W-575-0100-2;Software version;1.4
16-0053;W-575-0100-2;Software version;1.4
16-0054;W-575-0100-2;Software version;1.4
16-0055;W-575-0100-2;Software version;1.4
16-0056;W-575-0100-2;Software version;1.4
16-1899;APB-613-00;Software version;V2.16
16-1900;APB-613-00;Software version;V2.16
16-1901;APB-613-00;Software version;V2.16
16-1902;APB-613-00;Software version;V2.16
16-1903;APB-613-00;Software version;V2.16
16-1904;APB-613-00;Software version;V2.16
16-1905;APB-613-00;Software version;V2.16
16-1906;APB-613-00;Software version;V2.16
16-1907;APB-613-00;Software version;V2.16
16-1908;APB-613-00;Software version;V2.16
16-0034;APB-613-01;Software version;V.2.16
16-0035;APB-613-01;Software version;V.2.16
16-1909;APB-613-00;Software version;V2.16
16-1910;APB-613-00;Software version;V2.16
16-1911;APB-613-00;Software version;V2.16
16-1912;APB-613-00;Software version;V2.16
16-1913;APB-613-00;Software version;V2.16
16-1914;APB-613-00;Software version;V2.16
16-1915;APB-613-00;Software version;V2.16
16-0015;W-350TH-0100-2;Software version;V.1.0
16-0016;W-350TH-0100-2;Software version;V.1.0
16-0017;W-350TH-0100-2;Software version;V.1.0
16-0120;W-231;Software version;1.00
16-0121;W-231;Software version;1.00
16-0122;W-231;Software version;1.00
16-0123;W-231;Software version;1.00
16-0124;W-231;Software version;1.00
16-0090;W-350-0118-2;Software version;1.00
16-0091;W-350-0118-2;Software version;1.00
16-0092;W-350-0118-2;Software version;1.00
16-0093;W-350-0118-2;Software version;1.00
16-0094;W-350-0118-2;Software version;1.00
16-1000;MSL-100;Software version;V1.00
16-1001;MSL-100;Software version;V1.00
16-1002;MSL-100;Software version;V1.00
16-1003;MSL-100;Software version;V1.00
16-1004;MSL-100;Software version;V1.00
16-1005(65864685);MSL-100;Software version;V1.00
16-1006;MSL-100;Software version;V1.00
16-1007;MSL-100;Software version;V1.00
16-1008;MSL-100;Software version;V1.00
16-1009;MSL-100;Software version;V1.00
16-1010;MSL-100;Software version;V1.00
16-1011;MSL-100;Software version;V1.00
16-1012;MSL-100;Software version;V1.00
16-1013;MSL-100;Software version;V1.00
16-1014;MSL-100;Software version;V1.00
16-1015;MSL-100;Software version;V1.00
16-1016;MSL-100;Software version;V1.00
16-1017;MSL-100;Software version;V1.00
16-1018;MSL-100;Software version;V1.00
16-1019;MSL-100;Software version;V1.00
16-1020;MSL-100;Software version;V1.00
16-0001;MSS-150;Software version;V1.00
16-0001;MHC-100;Software version;V1.0
16-0002;MHC-100;Software version;V1.0
16-0003;MHC-100;Software version;V1.0
16-0004;MHC-100;Software version;V1.0
16-0005;MHC-100;Software version;V1.0
16-0006;MHC-100;Software version;V1.0
16-0007;MHC-100;Software version;V1.0
16-0008;MHC-100;Software version;V1.0
16-0009;MHC-100;Software version;V1.0
16-0010;MHC-100;Software version;V1.0
16-0011;MHC-100;Software version;V1.0
16-0012;MHC-100;Software version;V1.0
16-0013;MHC-100;Software version;V1.0
16-0014;MHC-100;Software version;V1.0
16-0015;MHC-100;Software version;V1.0
16-0016;MHC-100;Software version;V1.0
16-0017;MHC-100;Software version;V1.0
16-0018;MHC-100;Software version;V1.0
16-0073;W-350-0100-2;Software version;1.4
16-0074;W-350-0100-2;Software version;1.4
16-0075;W-350-0100-2;Software version;1.4
16-0076;W-350-0100-2;Software version;1.4
16-0077;W-350-0100-2;Software version;1.4
16-0019;MHC-100;Software version;V1.0
16-0020;MHC-100;Software version;V1.0
16-0021;MHC-100;Software version;V1.0
16-0022;MHC-100;Software version;V1.0
16-0125;W-231;Software version;1.00
16-0126;W-231;Software version;1.00
16-0127;W-231;Software version;1.00
16-0128;W-231;Software version;1.00
16-0129;W-231;Software version;1.00
16-0095;W-350-0118-2;Software version;1.00
16-0096;W-350-0118-2;Software version;1.00
16-0097;W-350-0118-2;Software version;1.00
16-0098;W-350-0118-2;Software version;1.00
16-0099;W-350-0118-2;Software version;1.00
16-1979;APB-613-00;Software version;3.00
16-1980;APB-613-00;Software version;3.00
16-1981;APB-613-00;Software version;3.00
16-1982;APB-613-00;Software version;3.00
16-1983;APB-613-00;Software version;3.00
16-1984;APB-613-00;Software version;3.00
16-1985;APB-613-00;Software version;3.00
16-1986;APB-613-00;Software version;3.00
16-1987;APB-613-00;Software version;3.00
16-1988;APB-613-00;Software version;3.00
16-1989;APB-613-00;Software version;3.00
16-1990;APB-613-00;Software version;3.00
16-1991;APB-613-00;Software version;3.00
16-1992;APB-613-00;Software version;3.00
16-0100;W-350-0118-2;Software version;1.00
16-0101;W-350-0118-2;Software version;1.00
16-0102;W-350-0118-2;Software version;1.00
16-0103;W-350-0118-2;Software version;1.00
16-0104;W-350-0118-2;Software version;1.00
16-0036;APB-613-01;Software version;V3.00
16-0037;APB-613-01;Software version;V3.00
16-0002;MSS-150;Software version;V1.00
16-0003;MSS-150;Software version;V1.00
16-0004;MSS-150;Software version;V1.00
16-0005;MSS-150;Software version;V1.00
16-0006;MSS-150;Software version;V1.00
16-1993;APB-613-00;Software version;3.00
16-1994;APB-613-00;Software version;3.00
16-1995;APB-613-00;Software version;3.00
16-1996;APB-613-00;Software version;3.00
16-1997;APB-613-00;Software version;3.00
16-1998;APB-613-00;Software version;3.00
16-1999;APB-613-00;Software version;3.00
16-2000;APB-613-00;Software version;3.00
16-1733;SMR-006;Software version;1.00
16-1734;SMR-006;Software version;1.00
16-1735;SMR-006;Software version;1.00
16-1736;SMR-006;Software version;1.00
16-1737;SMR-006;Software version;1.00
16-1738;SMR-006;Software version;1.00
16-0130;W-231;Software version;1.00
16-0131;W-231;Software version;1.00
16-0132;W-231;Software version;1.00
16-0133;W-231;Software version;1.00
16-0134;W-231;Software version;1.00
16-0038;APB-613-01;Software version;V3.00
16-0039;APB-613-01;Software version;V3.00
16-0040;APB-613-01;Software version;V3.00
16-2001;APB-613-00;Software version;3.00
16-2002;APB-613-00;Software version;3.00
16-2003;APB-613-00;Software version;3.00
16-2004;APB-613-00;Software version;3.00
16-2005;APB-613-00;Software version;3.00
16-2006;APB-613-00;Software version;3.00
16-2007;APB-613-00;Software version;3.00
16-2008;APB-613-00;Software version;3.00
16-2009;APB-613-00;Software version;3.00
16-2010;APB-613-00;Software version;3.00
16-2011;APB-613-00;Software version;3.00
16-2012;APB-613-00;Software version;3.00
16-2013;APB-613-00;Software version;3.00
16-2014;APB-613-00;Software version;3.00
16-2015;APB-613-00;Software version;3.00
16-2016;APB-613-00;Software version;3.00
16-0018;W-350TH-0100-2;Software version;V.1.0
16-0019;W-350TH-0100-2;Software version;V.1.0
16-0020;W-350TH-0100-2;Software version;V.1.0
16-0021;W-350TH-0100-2;Software version;V.1.0
16-0022;W-350TH-0100-2;Software version;V.1.0
16-0105;W-350-0118-2;Software version;1.00
16-0106;W-350-0118-2;Software version;1.00
16-0107;W-350-0118-2;Software version;1.00
16-0108;W-350-0118-2;Software version;1.00
16-0109;W-350-0118-2;Software version;1.00
16-0078;W-350-0100-2;Software version;1.5
16-0079;W-350-0100-2;Software version;1.5
16-0080;W-350-0100-2;Software version;1.5
16-0081;W-350-0100-2;Software version;1.5
16-0082;W-350-0100-2;Software version;1.5
16-0021;MSS-210;Software version;V1.44
16-0022;MSS-210;Software version;V1.44
16-0021;MSS-220;Software version;V1.1 Color Test
16-0022;MSS-220;Software version;V1.1 Color Test
16-0023;MSS-220;Software version;V1.1 Color Test
16-0024;MSS-220;Software version;V1.1 Color Test
16-0025;MSS-220;Software version;V1.1 Color Test
16-0041;APB-613-01;Software version;V3.00
16-0042;APB-613-01;Software version;V3.00
16-0043;APB-613-01;Software version;V3.00
16-2017;APB-613-00;Software version;3.00
16-2018;APB-613-00;Software version;3.00
16-2019;APB-613-00;Software version;3.00
16-2020;APB-613-00;Software version;3.00
16-2021;APB-613-00;Software version;3.00
16-2022;APB-613-00;Software version;3.00
16-2023;APB-613-00;Software version;3.00
16-2024;APB-613-00;Software version;3.00
16-2025;APB-613-00;Software version;3.00
16-2026;APB-613-00;Software version;3.00
16-2027;APB-613-00;Software version;3.00
16-2028;APB-613-00;Software version;3.00
16-2029;APB-613-00;Software version;3.00
16-2030;APB-613-00;Software version;3.00
16-2031;APB-613-00;Software version;3.00
16-2032;APB-613-00;Software version;3.00
16-0135;W-231;Software version;1.00
16-0136;W-231;Software version;1.00
16-0137;W-231;Software version;1.00
16-0138;W-231;Software version;1.00
16-0139;W-231;Software version;1.00
16-0001;MWD-510;Software version;Special Danish Agro
16-0001;MWD-520;Software version;Special Danish Agro
16-0002;MWD-520;Software version;Special Claus Skøtt
16-0002;MWD-510;Software version;Special Claus Skøtt
16-0023;MSS-210;Software version;V1.44
16-0024;MSS-210;Software version;V1.44
16-0025;MSS-210;Software version;V1.44
16-0026;MSS-210;Software version;V1.44
16-0027;MSS-210;Software version;V1.44
16-0028;MSS-210;Software version;V1.44
16-0029;MSS-210;Software version;V1.44
16-0030;MSS-210;Software version;V1.44
16-0031;MSS-210;Software version;V1.44
16-0032;MSS-210;Software version;V1.44
16-0001;MTC-150;Software version;V1.00
16-0110;W-350-0118-2;Software version;1.00
16-0111;W-350-0118-2;Software version;1.00
16-0112;W-350-0118-2;Software version;1.00
16-0113;W-350-0118-2;Software version;1.00
16-0114;W-350-0118-2;Software version;1.00
19-2012;MWD-531;Software version;V.2.2
16-0140;W-231;Software version;1.00
16-0141;W-231;Software version;1.00
16-0142;W-231;Software version;1.00
16-0143;W-231;Software version;1.00
16-0144;W-231;Software version;1.00
16-0026;MSS-220;Software version;V1.1 Color Test
16-0027;MSS-220;Software version;V1.1 Color Test
16-0028;MSS-220;Software version;V1.1 Color Test
16-0029;MSS-220;Software version;V1.1 Color Test
16-0030;MSS-220;Software version;V1.1 Color Test
16-0031;MSS-220;Software version;V1.1 Color Test
16-0032;MSS-220;Software version;V1.1 Color Test
16-0033;MSS-220;Software version;V1.1 Color Test
16-0034;MSS-220;Software version;V1.1 Color Test
16-0035;MSS-220;Software version;V1.1 Color Test
16-2033;APB-613-00;Software version;3.00
16-2034;APB-613-00;Software version;3.00
16-2035;APB-613-00;Software version;3.00
16-2036;APB-613-00;Software version;3.00
16-2037;APB-613-00;Software version;3.00
16-2038;APB-613-00;Software version;3.00
16-2039;APB-613-00;Software version;3.00
16-2040;APB-613-00;Software version;3.00
16-2041;APB-613-00;Software version;3.00
16-2042;APB-613-00;Software version;3.00
16-2043;APB-613-00;Software version;3.00
16-2044;APB-613-00;Software version;3.00
16-2045;APB-613-00;Software version;3.00
16-2046;APB-613-00;Software version;3.00
16-2047;APB-613-00;Software version;3.00
16-0033;MSS-210;Software version;V1.44
16-0034;MSS-210;Software version;V1.44
16-0035;MSS-210;Software version;V1.44
16-0036;MSS-210;Software version;V1.44
16-0037;MSS-210;Software version;V1.44
16-0038;MSS-210;Software version;V1.44
16-0083;W-350-0100-2;Software version;1.5
16-0084;W-350-0100-2;Software version;1.5
16-0085;W-350-0100-2;Software version;1.5
16-0086;W-350-0100-2;Software version;1.5
16-0087;W-350-0100-2;Software version;1.5
16-0088;W-350-0100-2;Software version;1.5
15-0048;W-575-0125-2;Software version;1.00
15-0049;W-575-0125-2;Software version;1.00
15-0050;W-575-0125-2;Software version;1.00
15-0051;W-575-0125-2;Software version;1.00
15-0052;W-575-0125-2;Software version;1.00
16-0036;MSS-220;Software version;V1.1 Color Test
16-0037;MSS-220;Software version;V1.1 Color Test
16-0038;MSS-220;Software version;V1.1 Color Test
16-0039;MSS-220;Software version;V1.1 Color Test
16-0040;MSS-220;Software version;V1.1 Color Test
16-0041;MSS-220;Software version;V1.1 Color Test
16-0042;MSS-220;Software version;V1.1 Color Test
16-0115;W-350-0118-2;Software version;1.00
16-0116;W-350-0118-2;Software version;1.00
16-0117;W-350-0118-2;Software version;1.00
16-0118;W-350-0118-2;Software version;1.00
16-0119;W-350-0118-2;Software version;1.00
16-0039;MSS-210;Software version;V1.44
16-0068;PSR-200;Software version;V2.04
16-0040;MSS-210;Software version;V1.44
16-0041;MSS-210;Software version;V1.44
16-0042;MSS-210;Software version;V1.44
16-0043;MSS-210;Software version;V1.44
16-0044;MSS-210;Software version;V1.44
16-0045;MSS-210;Software version;V1.44
16-0046;MSS-210;Software version;V1.44
16-0047;MSS-210;Software version;V1.44
16-0048;MSS-210;Software version;V1.44
16-0049;MSS-210;Software version;V1.44
16-0043;MSS-220;Software version;V1.1 Color Test
16-0044;MSS-220;Software version;V1.1 Color Test
16-0045;MSS-220;Software version;V1.1 Color Test
16-0046;MSS-220;Software version;V1.1 Color Test
16-0047;MSS-220;Software version;V1.1 Color Test
16-0048;MSS-220;Software version;V1.1 Color Test
16-0049;MSS-220;Software version;V1.1 Color Test
16-0050;MSS-220;Software version;V1.1 Color Test
16-0051;MSS-220;Software version;V1.1 Color Test
16-0052;MSS-220;Software version;V1.1 Color Test
16-0007;MSS-150;Software version;V1.00
16-0008;MSS-150;Software version;V1.00
16-0009;MSS-150;Software version;V1.00
16-0010;MSS-150;Software version;V1.00
16-0011;MSS-150;Software version;V1.00
16-0012;MSS-150;Software version;V1.00
16-0013;MSS-150;Software version;V1.00
16-0014;MSS-150;Software version;V1.00
16-0015;MSS-150;Software version;V1.00
16-0016;MSS-150;Software version;V1.00
16-0017;MSS-150;Software version;v1.2.0
16-0018;MSS-150;Software version;v1.2.0
16-0019;MSS-150;Software version;v1.2.0
16-0020;MSS-150;Software version;v1.2.0
16-0021;MSS-150;Software version;v1.2.0
16-0022;MSS-150;Software version;v1.2.0
16-0023;MSS-150;Software version;v1.2.0
16-0024;MSS-150;Software version;v1.2.0
16-0025;MSS-150;Software version;v1.2.0
16-0026;MSS-150;Software version;v1.2.0
16-2048;APB-613-00;Software version;3.00
16-2049;APB-613-00;Software version;3.00
16-2050;APB-613-00;Software version;3.00
16-2051;APB-613-00;Software version;3.00
16-2052;APB-613-00;Software version;3.00
16-2053;APB-613-00;Software version;3.00
16-2054;APB-613-00;Software version;3.00
16-2055;APB-613-00;Software version;3.00
16-2056;APB-613-00;Software version;3.00
16-2057;APB-613-00;Software version;3.00
16-0057;W-575-0100-2;Software version;1.5
16-0058;W-575-0100-2;Software version;1.5
16-0059;W-575-0100-2;Software version;1.5
16-0060;W-575-0100-2;Software version;1.5
16-0061;W-575-0100-2;Software version;1.5
16-0027;MSS-150;Software version;v1.2.0
16-0028;MSS-150;Software version;v1.2.0
16-0029;MSS-150;Software version;v1.2.0
16-0030;MSS-150;Software version;v1.2.0
16-0031;MSS-150;Software version;v1.2.0
16-0032;MSS-150;Software version;v1.2.0
16-0033;MSS-150;Software version;v1.2.0
16-0034;MSS-150;Software version;v1.2.0
16-0035;MSS-150;Software version;v1.2.0
16-0036;MSS-150;Software version;v1.2.0
16-0069;PSR-200;Software version;V2.04
16-0070;PSR-200;Software version;V2.04
16-0071;PSR-200;Software version;V2.04
16-1739;SMR-006;Software version;1.00
16-1740;SMR-006;Software version;1.00
16-1741;SMR-006;Software version;1.00
16-1742;SMR-006;Software version;1.00
16-1743;SMR-006;Software version;1.00
16-1744;SMR-006;Software version;1.00
16-1745;SMR-006;Software version;1.00
16-1746;SMR-006;Software version;1.00
16-1747;SMR-006;Software version;1.00
16-1748;SMR-006;Software version;1.00
15-0047;FRB-101;Software version;V1.0
15-0048;FRB-101;Software version;V1.0
15-0049;FRB-101;Software version;V1.0
16-0145;W-231;Software version;1.00
16-0146;W-231;Software version;1.00
16-0147;W-231;Software version;1.00
16-0148;W-231;Software version;1.00
16-0149;W-231;Software version;1.00
16-0050;MSS-210;Software version;V1.44
16-0051;MSS-210;Software version;V1.44
16-0052;MSS-210;Software version;V1.44
16-0053;MSS-210;Software version;V1.44
16-0054;MSS-210;Software version;V1.44
16-0055;MSS-210;Software version;V1.44
16-0056;MSS-210;Software version;V1.44
16-0057;MSS-210;Software version;V1.44
16-0058;MSS-210;Software version;V1.44
16-0059;MSS-210;Software version;V1.44
16-2058;APB-613-00;Software version;3.00
16-2059;APB-613-00;Software version;3.00
16-2060;APB-613-00;Software version;3.00
16-2061;APB-613-00;Software version;3.00
16-2062;APB-613-00;Software version;3.00
16-0120;W-350-0118-2;Software version;1.00
16-0121;W-350-0118-2;Software version;1.00
16-0122;W-350-0118-2;Software version;1.00
16-0123;W-350-0118-2;Software version;1.00
16-0124;W-350-0118-2;Software version;1.00
16-2063;APB-613-00;Software version;3.00
16-2064;APB-613-00;Software version;3.00
16-2065;APB-613-00;Software version;3.00
16-2066;APB-613-00;Software version;3.00
16-2067;APB-613-00;Software version;3.00
16-2068;APB-613-00;Software version;3.00
16-2069;APB-613-00;Software version;3.00
16-2070;APB-613-00;Software version;3.00
16-2071;APB-613-00;Software version;3.00
16-2072;APB-613-00;Software version;3.00
16-0089;W-350-0100-2;Software version;1.5
16-0090;W-350-0100-2;Software version;1.5
16-0091;W-350-0100-2;Software version;1.5
16-0092;W-350-0100-2;Software version;1.5
16-0093;W-350-0100-2;Software version;1.5
19-2013;MWD-531;Software version;V.2.2
16-2073;APB-613-00;Software version;3.00
16-2074;APB-613-00;Software version;3.00
16-2075;APB-613-00;Software version;3.00
16-2076;APB-613-00;Software version;3.00
16-2077;APB-613-00;Software version;3.00
16-2078;APB-613-00;Software version;3.00
16-2079;APB-613-00;Software version;3.00
16-2080;APB-613-00;Software version;3.00
16-2081;APB-613-00;Software version;3.00
16-2082;APB-613-00;Software version;3.00
16-0150;W-231;Software version;1.00
16-0151;W-231;Software version;1.00
16-0152;W-231;Software version;1.00
16-0153;W-231;Software version;1.00
16-0154;W-231;Software version;1.00
16-0037;MSS-150;Software version;v1.2.0
